400500, 4.005000000000e+03, 4.458570111077e-02, 5.309519803420e-02, 5.460935921360e-02, 5.839258998007e-02, 6.465160556264e-02, 7.495628092333e-02, 5.200419739419e-02, 2.390779161332e-02, 2.462128689942e-02, 2.638419352311e-02, 3.038204891403e-02, 4.138466709253e-02, 4.369824292269e-02, 4.140462978499e-02, 4.206547077888e-02, 4.848437056576e-02, 4.467998097368e-02, 2.350596372235e-02, -1.866973682347e-03, -3.696101590804e-03, -3.332451252420e-03, -2.522705029699e-02, 1.211854593364e-02, 7.062901971805e-02, -8.843276848406e-04, -1.624838845528e-03, -4.155305144485e-03, -2.496482422617e-03, 4.798523446762e-02, 2.745946249759e-02, 7.164932736858e-02, 1.099326931772e-01, 1.245306002687e-01, 7.710393802917e-02
401000, 4.010000000000e+03, 4.458569949336e-02, 5.309579822599e-02, 5.461061852979e-02, 5.837373663528e-02, 6.464352526350e-02, 7.488786978356e-02, 5.190958736502e-02, 2.396861457726e-02, 2.586704984969e-02, 2.689921297859e-02, 3.047913227711e-02, 4.089058469869e-02, 4.218386837781e-02, 4.468250139675e-02, 4.089589088639e-02, 4.619960236723e-02, 4.600446050364e-02, 2.350596101052e-02, -1.869110552247e-03, -3.698787046981e-03, -3.219107956921e-03, -2.204740881425e-02, 6.982681928388e-03, 7.082944565553e-02, -9.502585163547e-04, -1.253516316272e-03, -3.472297872835e-03, -2.420497121526e-03, 5.317454516527e-02, 2.243143385100e-02, 5.797036582448e-02, 5.863370326343e-02, 9.767586439363e-02, 5.673448405033e-02
401500, 4.015000000000e+03, 4.458569756612e-02, 5.309650868161e-02, 5.461183514937e-02, 5.834690789571e-02, 6.478001992620e-02, 7.471228067803e-02, 5.184771376197e-02, 2.377772089563e-02, 2.573897548926e-02, 2.629862687175e-02, 3.053137948659e-02, 4.140782009416e-02, 4.320103697171e-02, 4.542616862203e-02, 3.922110108366e-02, 4.376857336753e-02, 4.687809930251e-02, 2.350595807225e-02, -1.871419326182e-03, -3.701227143310e-03, -3.133322027958e-03, -1.900141819798e-02, 1.618809425321e-03, 7.082943501159e-02, -1.227336671729e-03, -1.244370453988e-03, -3.873804541170e-03, -2.277978846363e-03, 5.841102301527e-02, 2.180099309889e-02, 6.112184789730e-02, 6.124625251167e-02, 8.771756290167e-02, 5.788270742114e-02
402000, 4.020000000000e+03, 4.458569637589e-02, 5.309730384835e-02, 5.461299068968e-02, 5.833059543172e-02, 6.478190593965e-02, 7.390930807518e-02, 5.179020474662e-02, 2.367486639500e-02, 2.383948227665e-02, 2.496508160665e-02, 3.016431809342e-02, 4.143759310738e-02, 4.292793578028e-02, 4.598234152538e-02, 4.364366322758e-02, 5.293916966741e-02, 4.195675569746e-02, 2.350595650064e-02, -1.873824567533e-03, -3.703404760896e-03, -3.096588966420e-03, -1.695633298451e-02, -1.838796870472e-03, 7.151471459876e-02, -1.203333699782e-03, -2.694953996155e-03, -3.995835900461e-03, -2.320230514649e-03, 5.545361590414e-02, 1.993690083544e-02, 3.974312735083e-02, 7.898691838022e-02, 9.893988262397e-02, 7.345734521982e-02
402500, 4.025000000000e+03, 4.458569655215e-02, 5.309815852744e-02, 5.461407248814e-02, 5.829205984662e-02, 6.458011438132e-02, 7.378732008576e-02, 5.204105734573e-02, 2.373637700978e-02, 2.524853111448e-02, 2.735813463509e-02, 3.032906806624e-02, 4.194767838968e-02, 4.462947838008e-02, 4.162662243219e-02, 4.681817871991e-02, 4.461355532555e-02, 5.077481577779e-02, 2.350595715108e-02, -1.876254780604e-03, -3.705318478114e-03, -3.110009563457e-03, -1.571535777689e-02, 1.100367290780e-03, 7.277452058120e-02, -1.067739060231e-03, -8.404721226943e-04, -3.304484155506e-03, -1.623598075115e-03, 5.273934057789e-02, 2.298851692732e-02, 2.509053615381e-02, 1.182881820565e-01, 1.135103882997e-01, 9.860047995628e-02
403000, 4.030000000000e+03, 4.458569804765e-02, 5.309904898656e-02, 5.461507183568e-02, 5.827328255319e-02, 6.439770213900e-02, 7.499839715094e-02, 5.167225890477e-02, 2.378885918261e-02, 2.587111078379e-02, 2.683907545289e-02, 3.081942620659e-02, 4.073887425732e-02, 4.498191210748e-02, 3.497637856875e-02, 5.122259734322e-02, 3.964363971491e-02, 4.776477819422e-02, 2.350595973694e-02, -1.878648492354e-03, -3.706974521805e-03, -3.163906484822e-03, -1.468813234801e-02, 4.800802239759e-03, 7.264045419990e-02, -1.159604842742e-03, -1.214720143373e-03, -3.850563110632e-03, -5.096739821634e-04, 4.568491753159e-02, 2.706546060882e-02, 1.742549450138e-02, 1.200030680624e-01, 8.078758767057e-02, 8.417093061982e-02
403500, 4.035000000000e+03, 4.458570006523e-02, 5.309995371851e-02, 5.461598199627e-02, 5.825344295043e-02, 6.434870986211e-02, 7.491514687556e-02, 5.178342757489e-02, 2.381557732338e-02, 2.448632247245e-02, 2.592980918520e-02, 3.181126513255e-02, 4.020330354440e-02, 4.387617116523e-02, 3.908522784600e-02, 4.978262103786e-02, 4.131119493842e-02, 4.540410033003e-02, 2.350596282870e-02, -1.880957496059e-03, -3.708379945048e-03, -3.247055687086e-03, -1.425132994573e-02, 8.916611274266e-03, 7.352270813871e-02, -1.278458594977e-03, -2.345629370824e-03, -3.968331321254e-03, -6.113703928963e-05, 3.864309094299e-02, 3.257254108009e-02, 3.265192222164e-02, 9.573724033502e-02, 6.936825014024e-02, 9.983690454873e-02
404000, 4.040000000000e+03, 4.458570139866e-02, 5.310085378469e-02, 5.461679695319e-02, 5.824022990814e-02, 6.437553417406e-02, 7.493704130883e-02, 5.135092805226e-02, 2.374620156391e-02, 2.437562924944e-02, 2.638405516813e-02, 3.117006991701e-02, 4.151410164988e-02, 4.347306600044e-02, 4.560685692838e-02, 4.232159950277e-02, 5.137528431674e-02, 4.667095823397e-02, 2.350596457438e-02, -1.883147071654e-03, -3.709537006322e-03, -3.299401171970e-03, -1.537271655350e-02, 1.756075099883e-02, 7.217937611542e-02, -1.350394176659e-03, -1.996037615887e-03, -3.751260260594e-03, -7.359698954622e-04, 3.645537880916e-02, 3.946970404593e-02, 5.121300336733e-02, 6.511021786343e-02, 9.048811043741e-02, 8.443041103072e-02
404500, 4.045000000000e+03, 4.458570123953e-02, 5.310173299422e-02, 5.461751100303e-02, 5.824736126391e-02, 6.432858812250e-02, 7.502585981652e-02, 5.187245412871e-02, 2.362560716819e-02, 2.522484429387e-02, 2.659395145647e-02, 3.021960347688e-02, 4.226381918083e-02, 4.282984216301e-02, 4.440172233490e-02, 4.706979963696e-02, 4.951077534604e-02, 4.377493900091e-02, 2.350596393902e-02, -1.885193585581e-03, -3.710443152694e-03, -3.509188639173e-03, -1.819590632384e-02, 1.805507792920e-02, 7.399218578848e-02, -1.370477648776e-03, -9.827225823140e-04, -3.780656470301e-03, -1.239796177047e-03, 3.275120149124e-02, 4.942690780894e-02, 4.872376946997e-02, 6.358526645929e-02, 1.121957620695e-01, 7.625407336296e-02
405000, 4.050000000000e+03, 4.458569972856e-02, 5.310257795763e-02, 5.461811834183e-02, 5.818742719015e-02, 6.422670778243e-02, 7.484637439232e-02, 5.237731127366e-02, 2.380072498285e-02, 2.518400250669e-02, 2.643447127712e-02, 3.110275999202e-02, 4.195187975845e-02, 4.405610193398e-02, 3.918496223604e-02, 4.114034472581e-02, 4.282940907141e-02, 4.584017061864e-02, 2.350596136419e-02, -1.887080429051e-03, -3.711092647325e-03, -3.573693071828e-03, -2.107746933211e-02, 1.765418992582e-02, 7.533982586332e-02, -1.235408070577e-03, -1.667677666182e-03, -3.857129972543e-03, -1.316314728827e-03, 2.715420579942e-02, 6.207236097690e-02, 3.192496642762e-02, 6.139729926008e-02, 9.304046758402e-02, 8.376006581085e-02
